STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,FRGT,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10-05-1969,40,40,,,,1330,0,73,0,0,,64,53,630,,,,270,270,,,,,39.1,29.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11-05-1969,60,70,,,,1342,0.13,37,0,0,,66,49,324,,,,225,225,,,,,38,31.1,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12-05-1969,50,60,,,,2354,0,60,0,0,,63,45,522,,,,270,225,,,,,31.1,25.1,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",13-05-1969,30,40,,,,1106,0,91,0,0,,64,47,792,,,,270,270,,,,,32.2,23.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",14-05-1969,70,90,,,,754,0.15,18,0,0,,56,46,156,,,,315,360,,,,,21.9,16.1,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",15-05-1969,20,20,,,,1500,0,98,0,0,,62,49,864,,,,135,135,,,,,24.2,17,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",16-05-1969,50,70,,,,1518,0,100,0,0,,76,50,876,,,,225,225,,,,,32.2,25.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",17-05-1969,10,10,,,,1636,0,100,0,0,,87,56,882,,,,225,225,,,,,35.6,30,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",18-05-1969,80,100,,,,1030,0,44,0,0,,77,48,390,,,,45,45,,,,,33.3,23.9,1,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",19-05-1969,100,100,,,,1342,0.02,9,0,0,,74,48,78,,,,225,225,,,,,39.1,32,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",20-05-1969,90,100,,,,1024,1.23,0,0,0,,67,62,0,,,,225,225,,,,,34.4,27.1,1,,1,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",21-05-1969,40,50,,,,748,0,81,0,0,,66,51,720,,,,360,360,,,,,26.4,17.9,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",22-05-1969,80,100,,,,1354,0,48,0,0,,58,49,426,,,,45,45,,,,,31.1,23,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",23-05-1969,50,30,,,,224,0,76,0,0,,58,48,678,,,,45,45,,,,,24.2,17.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",24-05-1969,80,100,,,,942,0.01,8,0,0,,54,50,72,,,,90,90,,,,,17.2,14.1,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",25-05-1969,70,60,,,,1642,0,48,0,0,,73,50,426,,,,225,225,,,,,25.3,19.9,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",26-05-1969,40,40,,,,2324,0.04,70,0,0,,60,50,624,,,,360,315,,,,,26.4,19,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",27-05-1969,30,20,,,,2142,0,96,0,0,,70,45,864,,,,225,225,,,,,24.2,17.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",28-05-1969,60,60,,,,1600,0.02,56,0,0,,79,52,504,,,,270,270,,,,,32.2,23,,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",29-05-1969,60,50,,,,1300,0.1,76,0,0,,72,64,678,,,,90,270,,,,,23,17,,,1,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",30-05-1969,60,60,,,,1624,0,56,0,0,,68,51,504,,,,90,90,,,,,20.8,16.1,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",31-05-1969,40,60,,,,1442,0,99,0,0,,81,53,894,,,,315,315,,,,,30,23.9,1,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",01-06-1969,70,70,,,,1436,0,77,0,0,,70,55,696,,,,90,90,,,,,25.3,17,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",02-06-1969,70,70,,,,2218,0,28,0,0,,80,59,258,,,,180,225,,,,,28.9,21.9,1,1,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",03-06-1969,70,80,,,,806,0.03,30,0,0,,76,66,276,,,,180,180,,,,,34.4,28,,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",04-06-1969,30,50,,,,1042,0,77,0,0,,72,57,696,,,,315,270,,,,,30,17.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",05-06-1969,80,90,,,,1212,0,69,0,0,,73,55,624,,,,90,180,,,,,23,17,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",06-06-1969,40,20,,,,2148,0.11,87,0,0,,79,55,798,,,,315,225,,,,,25.3,19.9,1,,1,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",07-06-1969,50,70,,,,1306,0,92,0,0,,75,58,834,,,,90,90,,,,,23,17,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",08-06-1969,50,50,,,,1400,0,84,0,0,,80,60,768,,,,315,270,,,,,23,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",09-06-1969,30,20,,,,2330,0.03,88,0,0,,70,59,810,,,,360,360,,,,,26.4,17,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10-06-1969,30,50,,,,1600,0,100,0,0,,75,58,912,,,,90,90,,,,,21.9,17,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11-06-1969,20,10,,,,1342,0,100,0,0,,77,57,912,,,,90,90,,,,,28.9,17.9,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12-06-1969,10,10,,,,1742,0,98,0,0,,86,61,900,,,,225,225,,,,,24.2,19,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",13-06-1969,50,50,,,,1700,0,83,0,0,,92,67,756,,,,225,225,,,,,28.9,21.9,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",14-06-1969,80,90,,,,2224,0,22,0,0,,85,71,198,,,,225,225,,,,,23,15,,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",15-06-1969,100,100,,,,1606,0,10,0,0,,83,71,90,,,,225,225,,,,,34.4,28,,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",16-06-1969,80,90,,,,1518,0.01,40,0,0,,75,61,366,,,,315,315,,,,,27.5,21.9,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",17-06-1969,50,40,,,,1436,0,87,0,0,,71,59,804,,,,135,135,,,,,20.8,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",18-06-1969,90,100,,,,1742,0,39,0,0,,74,58,354,,,,225,225,,,,,20.8,17,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",19-06-1969,70,80,,,,1148,0.03,24,0,0,,71,62,222,,,,225,180,,,,,21.9,17,,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",20-06-1969,60,50,,,,1442,0.15,70,0,0,,88,66,642,,,,225,225,,,,,48.3,34,1,,1,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",21-06-1969,70,80,,,,42,0,58,0,0,,66,58,528,,,,360,360,,,,,20.8,13,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",22-06-1969,10,0,,,,1518,0,97,0,0,,70,56,888,,,,90,90,,,,,21.9,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",23-06-1969,90,100,,,,1518,0.25,19,0,0,,63,56,180,,,,135,135,,,,,23,17,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",24-06-1969,100,100,,,,1648,0.02,6,0,0,,64,56,54,,,,45,45,,,,,18.3,12.1,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",25-06-1969,100,100,,,,2318,0,5,0,0,,68,56,42,,,,360,360,,,,,17.2,10.1,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",26-06-1969,40,30,,,,1448,0,90,0,0,,71,61,828,,,,135,135,,,,,23,12.1,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",27-06-1969,30,20,,,,2230,0,82,0,0,,95,67,756,,,,225,225,,,,,27.5,19.9,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",28-06-1969,60,70,,,,18,0,59,0,0,,94,72,534,,,,225,225,,,,,25.3,17.9,,,1,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",29-06-1969,40,30,,,,1148,0,92,0,0,,88,72,840,,,,315,360,,,,,30,17.9,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",30-06-1969,50,30,,,,2330,0,89,0,0,,88,71,810,,,,225,225,,,,,28.9,19,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",01-07-1969,80,90,,,,1548,0,35,0,0,,88,68,318,,,,270,270,,,,,33.3,25.9,,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",02-07-1969,40,30,,,,1512,0,90,0,0,,70,61,822,,,,90,135,,,,,21.9,15,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",03-07-1969,60,60,,,,2248,0,70,0,0,,78,65,642,,,,225,135,,,,,23,13,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",04-07-1969,30,20,,,,1548,0,87,0,0,,74,61,798,,,,135,135,,,,,21.9,16.1,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",05-07-1969,80,90,,,,1042,0.14,36,0,0,,83,66,330,,,,225,225,,,,,31.1,23,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",06-07-1969,20,20,,,,706,0,96,0,0,,77,63,876,,,,360,45,,,,,25.3,17,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",07-07-1969,50,60,,,,2136,0,52,0,0,,70,58,468,,,,270,135,,,,,23,17,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",08-07-1969,30,40,,,,1730,0,99,0,0,,78,58,900,,,,270,270,,,,,23,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",09-07-1969,50,70,,,,1336,0,94,0,0,,73,61,852,,,,90,135,,,,,25.3,17,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10-07-1969,60,60,,,,1430,0,53,0,0,,83,62,480,,,,225,225,,,,,30,25.9,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11-07-1969,90,80,,,,1430,0,37,0,0,,76,65,336,,,,180,180,,,,,23,16.1,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12-07-1969,100,100,,,,1224,0.28,4,0,0,,73,63,42,,,,135,135,,,,,25.3,17,1,,1,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",13-07-1969,100,100,,,,2224,0.82,0,0,0,,66,61,0,,,,315,315,,,,,31.1,19,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",14-07-1969,70,90,,,,1118,0.04,9,0,0,,77,64,84,,,,360,360,,,,,28.9,19.9,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",15-07-1969,40,40,,,,1212,0,100,0,0,,84,62,900,,,,315,225,,,,,23,13,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",16-07-1969,60,60,,,,1654,0,100,0,0,,94,71,900,,,,225,225,,,,,25.3,17,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",17-07-1969,50,40,,,,1018,0,85,0,0,,95,74,756,,,,270,270,,,,,27.5,17.9,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",18-07-1969,80,80,,,,1636,0,64,0,0,,92,77,576,,,,315,315,,,,,23,17.9,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",19-07-1969,60,70,,,,654,0,48,0,0,,77,70,432,,,,45,45,,,,,18.3,12.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",20-07-1969,100,90,,,,1418,0.17,21,0,0,,77,64,192,,,,135,135,,,,,25.3,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",21-07-1969,100,100,,,,142,0.04,0,0,0,,68,62,0,,,,90,90,,,,,21.9,15,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",22-07-1969,70,70,,,,1324,0,59,0,0,,72,63,528,,,,90,135,,,,,18.3,12.1,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",23-07-1969,60,90,,,,1412,0,49,0,0,,69,61,438,,,,135,135,,,,,21.9,12.1,1,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",24-07-1969,90,90,,,,954,0,71,0,0,,69,61,630,,,,90,90,,,,,26.4,19,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",25-07-1969,90,90,,,,1142,0,26,0,0,,69,62,234,,,,90,90,,,,,21.9,16.1,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",26-07-1969,100,100,,,,1824,0,0,0,0,,66,63,0,,,,135,135,,,,,21.9,16.1,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",27-07-1969,100,100,,,,1924,0.03,0,0,0,,70,63,0,,,,180,180,,,,,17.2,12.1,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",28-07-1969,90,100,,,,1342,0.28,18,0,0,,84,67,162,,,,225,225,,,,,32.2,23.9,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",29-07-1969,100,100,,,,242,0.46,3,0,0,,79,69,24,,,,180,225,,,,,20.8,15,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",30-07-1969,70,70,,,,2012,0.72,27,0,0,,80,72,234,,,,315,315,,,,,40.3,28,1,,1,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",31-07-1969,80,80,,,,630,0,94,0,0,,81,70,816,,,,315,180,,,,,28.9,14.1,1,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",01-08-1969,60,60,,,,1348,0,78,0,0,,88,69,672,,,,225,225,,,,,24.2,17.9,1,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",02-08-1969,60,60,,,,1842,0.49,77,0,0,,86,69,672,,,,225,225,,,,,25.3,17.9,1,,1,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",03-08-1969,70,70,,,,1936,0,78,0,0,,86,70,678,,,,225,225,,,,,20.8,15,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",04-08-1969,100,100,,,,1530,0.33,11,0,0,,83,65,96,,,,315,315,,,,,41.4,27.1,1,1,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",05-08-1969,80,60,,,,1324,0.18,44,0,0,,84,64,384,,,,270,270,,,,,28.9,19.9,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",06-08-1969,70,60,,,,2048,0.19,61,0,0,,75,65,522,,,,360,360,,,,,26.4,17.9,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",07-08-1969,0,0,,,,2218,0,97,0,0,,78,64,834,,,,225,135,,,,,20.8,13,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",08-08-1969,60,60,,,,1348,0.12,68,0,0,,89,70,582,,,,225,225,,,,,36.7,30,,,1,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",09-08-1969,70,50,,,,0,0.23,70,0,0,,84,67,594,,,,315,315,,,,,34.4,29.1,,,1,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10-08-1969,90,100,,,,1436,0.33,14,0,0,,77,67,120,,,,315,315,,,,,34.4,25.1,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11-08-1969,60,70,,,,1300,0,70,0,0,,77,65,594,,,,135,135,,,,,18.3,15,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12-08-1969,50,40,,,,1454,0,90,0,0,,75,64,756,,,,90,90,,,,,20.8,12.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",13-08-1969,40,20,,,,1606,0,93,0,0,,83,65,780,,,,270,270,,,,,20.8,15,1,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",14-08-1969,40,30,,,,24,0,85,0,0,,88,70,714,,,,225,270,,,,,23,16.1,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",15-08-1969,50,40,,,,1454,0,86,0,0,,86,68,720,,,,135,180,,,,,18.3,15,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",16-08-1969,100,100,,,,1636,0,20,0,0,,87,71,168,,,,225,225,,,,,27.5,21.9,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",17-08-1969,80,80,,,,1254,0,79,0,0,,88,73,654,,,,270,270,,,,,28.9,21,,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",18-08-1969,30,40,,,,842,0,96,0,0,,90,74,798,,,,315,315,,,,,26.4,17.9,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",19-08-1969,40,70,,,,1354,0,100,0,0,,88,70,828,,,,315,315,,,,,44.7,31.1,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",20-08-1969,30,50,,,,118,0,100,0,0,,78,61,822,,,,360,360,,,,,26.4,17.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",21-08-1969,0,0,,,,1648,0,100,0,0,,76,58,822,,,,315,315,,,,,30,21,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",22-08-1969,20,20,,,,1354,0,87,0,0,,80,56,714,,,,315,315,,,,,23,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",23-08-1969,10,10,,,,1236,0,92,0,0,,82,61,750,,,,135,135,,,,,17.2,12.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",24-08-1969,20,20,,,,1342,0,86,0,0,,93,69,696,,,,270,270,,,,,21.9,13,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",25-08-1969,20,0,,,,1536,0.02,95,0,0,,93,65,768,,,,315,315,,,,,32.2,23,,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",26-08-1969,40,20,,,,2206,0,79,0,0,,71,59,642,,,,315,315,,,,,25.3,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",27-08-1969,30,0,,,,1148,0,98,0,0,,69,54,786,,,,90,360,,,,,21.9,14.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",28-08-1969,50,60,,,,2054,0,79,0,0,,81,60,630,,,,225,225,,,,,28.9,17,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",29-08-1969,60,70,,,,1012,0,91,0,0,,88,65,732,,,,225,225,,,,,26.4,17.9,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",30-08-1969,60,50,,,,1424,0,78,0,0,,77,68,624,,,,135,135,,,,,19.5,13,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",31-08-1969,70,80,,,,1454,0,76,0,0,,92,67,606,,,,270,225,,,,,23,14.1,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",01-09-1969,40,30,,,,830,0,83,0,0,,95,75,654,,,,270,270,,,,,23,13,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",02-09-1969,80,90,,,,1442,0.06,54,0,0,,80,66,426,,,,90,90,,,,,23,16.1,,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",03-09-1969,100,100,,,,848,0,37,0,0,,69,63,288,,,,45,90,,,,,19.5,14.1,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",04-09-1969,80,80,,,,1848,0,26,0,0,,71,63,204,,,,135,135,,,,,15,11,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",05-09-1969,90,90,,,,1500,0,23,0,0,,73,61,180,,,,135,135,,,,,23,14.1,1,1,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",06-09-1969,90,90,,,,1406,0.07,23,0,0,,79,63,180,,,,225,225,,,,,25.3,17,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",07-09-1969,90,80,,,,1536,0.15,31,0,0,,79,58,240,,,,45,45,,,,,27.5,19,1,,1,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",08-09-1969,100,100,,,,1800,0.58,0,0,0,,61,56,0,,,,45,90,,,,,23,17,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",09-09-1969,70,90,,,,1430,2.19,9,0,0,,67,58,72,,,,315,315,,,,,36.7,28,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10-09-1969,40,40,,,,806,0,73,0,0,,70,57,558,,,,270,315,,,,,32.2,19.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11-09-1969,40,50,,,,2112,0,72,0,0,,71,52,546,,,,270,225,,,,,21.9,13,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12-09-1969,0,0,,,,1512,0,98,0,0,,77,57,744,,,,225,225,,,,,38,21,,,,,,,,,,,,,,,,,,,,
